Year,Country,Total Emissions
1910,USA,1271582032
1910,GBR,469732128
1910,DEU,445366528
1910,FRA,150612384
1910,POL,94545856
1910,BEL,61287728
1910,RUS,58832763
1910,AUT,58785216
1910,CAN,51622096
1910,CZE,41569625
1910,JPN,39384336
1910,ITA,25735936
1910,IND,23517201
1910,NLD,20833504
1910,CHN,18748688
1910,UKR,18668526
1910,AUS,17436976
1910,AF,17411328
1910,ZAF,16978976
1910,ESP,14894160
1910,SVK,13368391
1910,SWE,13117328
1910,HUN,11677168
1910,ARG,8907184
1910,CHE,7789664
1910,DNK,7349984
1910,KAZ,6387001
1910,IDN,6111552
1910,NOR,5939344
1910,NZL,4902432
1910,ROU,4818160
1910,BRA,4198944
1910,MEX,4154976
1910,PRT,3249968
1910,CHL,2810288
1910,BLR,2675053
1910,UZB,2616218
1910,TUR,1883296
1910,PER,1330032
1910,VNM,1322704
1910,AZE,1278955
1910,FIN,1062560
1910,MDA,1034656
1910,LTU,999870
1910,EST,969819
1910,TKM,814620
1910,GRC,718144
1910,LVA,640950
1910,BGR,633872
1910,TWN,615552
1910,SRB,596935
1910,KGZ,565489
1910,ZWE,432352
1910,GEO,395812
1910,TJK,328356
1910,MYS,234496
1910,HRV,223428
1910,ARM,221062
1910,IRL,216176
1910,BIH,205539
1910,PRK,187443
1910,SVN,170264
1910,MKD,150221
1910,TTO,65952
1910,PHL,51296
1910,MNE,20285
1910,KOR,10413
1910,MOZ,0
1910,TON,0
1910,TUV,0
1910,TZA,0
1910,OWID_KOS,0
1910,OMN,0
1910,UGA,0
1910,NRU,0
1910,NPL,0
1910,URY,0
1910,VCT,0
1910,VEN,0
1910,NIU,0
1910,NIC,0
1910,NGA,0
1910,NER,0
1910,VGB,0
1910,NCL,0
1910,VUT,0
1910,NAM,0
1910,MYT,0
1910,WLF,0
1910,WSM,0
1910,MWI,0
1910,YEM,0
1910,MUS,0
1910,ZMB,0
1910,MTQ,0
1910,MSR,0
1910,MRT,0
1910,TUN,0
1910,PAK,0
1910,SHN,0
1910,PAN,0
1910,SGP,0
1910,SEN,0
1910,SLE,0
1910,SLV,0
1910,SDN,0
1910,SAU,0
1910,RWA,0
1910,SOM,0
1910,SPM,0
1910,REU,0
1910,SSD,0
1910,QAT,0
1910,PYF,0
1910,PSE,0
1910,PRY,0
1910,STP,0
1910,SUR,0
1910,PRI,0
1910,SWZ,0
1910,SXM,0
1910,SYC,0
1910,SYR,0
1910,TCA,0
1910,TCD,0
1910,PNG,0
1910,PLW,0
1910,TGO,0
1910,THA,0
1910,TLS,0
1910,SLB,0
1910,ABW,0
1910,MNG,0
1910,BWA,0
1910,CIV,0
1910,CMR,0
1910,COD,0
1910,COG,0
1910,COK,0
1910,COL,0
1910,COM,0
1910,CPV,0
1910,CRI,0
1910,CUB,0
1910,CUW,0
1910,CXR,0
1910,CYP,0
1910,DJI,0
1910,DMA,0
1910,DOM,0
1910,DZA,0
1910,ECU,0
1910,EGY,0
1910,CAF,0
1910,BTN,0
1910,ETH,0
1910,BRN,0
1910,AFG,0
1910,AGO,0
1910,AIA,0
1910,ALB,0
1910,AND,0
1910,ARE,0
1910,ATA,0
1910,ATG,0
1910,BDI,0
1910,BEN,0
1910,BES,0
1910,BFA,0
1910,BGD,0
1910,BHR,0
1910,BHS,0
1910,BLZ,0
1910,BMU,0
1910,BOL,0
1910,BRB,0
1910,ERI,0
1910,FJI,0
1910,MMR,0
1910,JOR,0
1910,KHM,0
1910,KIR,0
1910,KNA,0
1910,KWT,0
1910,LAO,0
1910,LBN,0
1910,LBR,0
1910,LCA,0
1910,LIE,0
1910,LKA,0
1910,LSO,0
1910,LUX,0
1910,MAC,0
1910,MAR,0
1910,MDG,0
1910,MDV,0
1910,MHL,0
1910,MLI,0
1910,MLT,0
1910,KEN,0
1910,JAM,0
1910,FRO,0
1910,ISR,0
1910,FSM,0
1910,GAB,0
1910,GHA,0
1910,GIN,0
1910,GLP,0
1910,GMB,0
1910,GNB,0
1910,GNQ,0
1910,GRD,0
1910,GRL,0
1910,GTM,0
1910,GUF,0
1910,GUY,0
1910,HKG,0
1910,HND,0
1910,HTI,0
1910,IRN,0
1910,IRQ,0
1910,ISL,0
1910,LBY,0
1911,OWID_WRL,3082462274
1911,USA,1258666523
1911,GBR,481350672
1911,DEU,458586240
1911,FRA,156907136
1911,POL,99602176
1911,BEL,61687104
1911,RUS,60996686
1911,CAN,60269136
1911,AUT,49141568
1911,JPN,44209824
1911,CZE,42096384
1911,CHN,27846400
1911,ITA,26538352
1911,IND,24813992
1911,NLD,22079264
1911,UKR,19355171
1911,AUS,19239664
1911,AF,16865392
1911,ZAF,16341440
1911,ESP,14729280
1911,SVK,13537792
1911,SWE,12792751
1911,HUN,11995936
1911,ARG,9944096
1911,CHE,8610400
1911,MEX,8401552
1911,DNK,7829968
1911,IDN,6727104
1911,KAZ,6621921
1911,NOR,6078576
1911,ROU,5774464
1911,NZL,4609312
1911,BRA,4605648
1911,PRT,3143712
1911,CHL,3107072
1911,BLR,2773444
1911,UZB,2712445
1911,TUR,2227712
1911,PER,1505904
1911,AZE,1325997
1911,FIN,1315376
1911,VNM,1157824
1911,MDA,1072712
1911,LTU,1036646
1911,EST,1005489
1911,GRC,905008
1911,BGR,897680
1911,TKM,844582
1911,TWN,677840
1911,LVA,664525
1911,SRB,646546
1911,KGZ,586288
1911,ZWE,512960
1911,GEO,410371
1911,TJK,340433
1911,HRV,241997
1911,ARM,229193
1911,BIH,222622
1911,PRK,222154
1911,SVN,184415
1911,MKD,162706
1911,IRN,135568
1911,TTO,124576
1911,PHL,36640
1911,MNE,21970
1911,KOR,12342
1911,EGY,10992
1911,MSR,0
1911,MTQ,0
1911,MUS,0
1911,PNG,0
1911,NRU,0
1911,MWI,0
1911,PLW,0
1911,OWID_KOS,0
1911,MYS,0
1911,OMN,0
1911,PAN,0
1911,NAM,0
1911,NCL,0
1911,PAK,0
1911,NER,0
1911,NPL,0
1911,NGA,0
1911,NIC,0
1911,NIU,0
1911,MYT,0
1911,SLE,0
1911,PRI,0
1911,PRY,0
1911,TCA,0
1911,TCD,0
1911,TGO,0
1911,THA,0
1911,TLS,0
1911,TON,0
1911,TUN,0
1911,TUV,0
1911,TZA,0
1911,UGA,0
1911,URY,0
1911,VCT,0
1911,VEN,0
1911,VGB,0
1911,VUT,0
1911,WLF,0
1911,WSM,0
1911,YEM,0
1911,ZMB,0
1911,SYR,0
1911,SYC,0
1911,SXM,0
1911,SGP,0
1911,PSE,0
1911,PYF,0
1911,QAT,0
1911,REU,0
1911,RWA,0
1911,SAU,0
1911,SDN,0
1911,SEN,0
1911,SHN,0
1911,SWZ,0
1911,SLB,0
1911,MOZ,0
1911,SLV,0
1911,SOM,0
1911,SPM,0
1911,SSD,0
1911,STP,0
1911,SUR,0
1911,MRT,0
1911,ABW,0
1911,MNG,0
1911,BWA,0
1911,CIV,0
1911,CMR,0
1911,COD,0
1911,COG,0
1911,COK,0
1911,COL,0
1911,COM,0
1911,CPV,0
1911,CRI,0
1911,CUB,0
1911,CUW,0
1911,CXR,0
1911,CYP,0
1911,DJI,0
1911,DMA,0
1911,DOM,0
1911,DZA,0
1911,ECU,0
1911,ERI,0
1911,CAF,0
1911,BTN,0
1911,MMR,0
1911,BRN,0
1911,AFG,0
1911,AGO,0
1911,AIA,0
1911,ALB,0
1911,AND,0
1911,ARE,0
1911,ATA,0
1911,ATG,0
1911,BDI,0
1911,BEN,0
1911,BES,0
1911,BFA,0
1911,BGD,0
1911,BHR,0
1911,BHS,0
1911,BLZ,0
1911,BMU,0
1911,BOL,0
1911,BRB,0
1911,ETH,0
1911,FJI,0
1911,FRO,0
1911,FSM,0
1911,KHM,0
1911,KIR,0
1911,KNA,0
1911,KWT,0
1911,LAO,0
1911,LBN,0
1911,LBR,0
1911,LCA,0
1911,LIE,0
1911,LKA,0
1911,LSO,0
1911,LUX,0
1911,MAC,0
1911,MAR,0
1911,MDG,0
1911,MDV,0
1911,MHL,0
1911,MLI,0
1911,MLT,0
1911,KEN,0
1911,JOR,0
1911,JAM,0
1911,GRL,0
1911,GAB,0
1911,GHA,0
1911,GIN,0
1911,GLP,0
1911,GMB,0
1911,GNB,0
1911,GNQ,0
1911,GRD,0
1911,GTM,0
1911,ISR,0
1911,GUF,0
1911,GUY,0
1911,HKG,0
1911,HND,0
1911,HTI,0
1911,IRL,0
1911,IRQ,0
1911,ISL,0
1911,LBY,0
1912,OWID_WRL,3228332151
1912,USA,1343565478
1912,DEU,499121072
1912,GBR,455885872
1912,FRA,158577920
1912,POL,110934928
1912,RUS,69095748
1912,CAN,67271040
1912,BEL,64775856
1912,AUT,51688048
1912,JPN,49280800
1912,CZE,44791174
1912,IND,28557928
1912,ITA,27850064
1912,NLD,24922528
1912,UKR,21925126
1912,AUS,20785872
1912,AF,17953600
1912,ZAF,17349040
1912,ESP,15982368
1912,SVK,14404410
1912,SWE,14187705
1912,HUN,12303712
1912,CHN,9786544
1912,ARG,9478768
1912,DNK,9284576
1912,CHE,8760624
1912,MEX,8632384
1912,KAZ,7501171
1912,NOR,6877328
1912,ROU,6012624
1912,IDN,5840416
1912,BRA,5591264
1912,NZL,4862128
1912,PRT,3653008
1912,CHL,3462480
1912,BLR,3141699
1912,UZB,3072600
1912,TUR,1996880
1912,AZE,1502061
1912,FIN,1483920
1912,PER,1458272
1912,MDA,1215145
1912,LTU,1174291
1912,VNM,1139504
1912,EST,1138997
1912,TKM,956725
1912,BGR,897680
1912,LVA,752760
1912,TWN,740128
1912,KGZ,664135
1912,SRB,662550
1912,ZWE,520288
1912,GEO,464859
1912,TJK,385635
1912,PRK,277693
1912,ARM,259625
1912,IRN,252816
1912,HRV,247987
1912,BIH,228132
1912,TTO,197856
1912,SVN,188979
1912,MKD,166733
1912,EGY,84272
1912,MNE,22514
1912,MYS,18320
1912,KOR,15427
1912,PHL,3664
1912,SLV,0
1912,VGB,0
1912,VEN,0
1912,VCT,0
1912,NPL,0
1912,NRU,0
1912,URY,0
1912,NIC,0
1912,OMN,0
1912,OWID_KOS,0
1912,UGA,0
1912,TZA,0
1912,TUV,0
1912,NIU,0
1912,NGA,0
1912,PAK,0
1912,NER,0
1912,VUT,0
1912,NCL,0
1912,WLF,0
1912,NAM,0
1912,MYT,0
1912,WSM,0
1912,MWI,0
1912,YEM,0
1912,MUS,0
1912,ZMB,0
1912,MTQ,0
1912,MSR,0
1912,MRT,0
1912,TUN,0
1912,PAN,0
1912,MOZ,0
1912,TON,0
1912,SOM,0
1912,SLB,0
1912,SHN,0
1912,SGP,0
1912,SPM,0
1912,SSD,0
1912,SEN,0
1912,SDN,0
1912,SAU,0
1912,RWA,0
1912,STP,0
1912,SUR,0
1912,REU,0
1912,QAT,0
1912,PYF,0
1912,PSE,0
1912,PRY,0
1912,SWZ,0
1912,SXM,0
1912,PRI,0
1912,SYC,0
1912,SYR,0
1912,TCA,0
1912,TCD,0
1912,TGO,0
1912,PNG,0
1912,THA,0
1912,PLW,0
1912,TLS,0
1912,SLE,0
1912,ABW,0
1912,MNG,0
1912,BWA,0
1912,CIV,0
1912,CMR,0
1912,COD,0
1912,COG,0
1912,COK,0
1912,COL,0
1912,COM,0
1912,CPV,0
1912,CRI,0
1912,CUB,0
1912,CUW,0
1912,CXR,0
1912,CYP,0
1912,DJI,0
1912,DMA,0
1912,DOM,0
1912,DZA,0
1912,ECU,0
1912,ERI,0
1912,CAF,0
1912,BTN,0
1912,FJI,0
1912,BRN,0
1912,AFG,0
1912,AGO,0
1912,AIA,0
1912,ALB,0
1912,AND,0
1912,ARE,0
1912,ATA,0
1912,ATG,0
1912,BDI,0
1912,BEN,0
1912,BES,0
1912,BFA,0
1912,BGD,0
1912,BHR,0
1912,BHS,0
1912,BLZ,0
1912,BMU,0
1912,BOL,0
1912,BRB,0
1912,ETH,0
1912,FRO,0
1912,MMR,0
1912,JOR,0
1912,KHM,0
1912,KIR,0
1912,KNA,0
1912,KWT,0
1912,LAO,0
1912,LBN,0
1912,LBR,0
1912,LCA,0
1912,LIE,0
1912,LKA,0
1912,LSO,0
1912,LUX,0
1912,MAC,0
1912,MAR,0
1912,MDG,0
1912,MDV,0
1912,MHL,0
1912,MLI,0
1912,MLT,0
1912,KEN,0
1912,JAM,0
1912,FSM,0
1912,ISR,0
1912,GAB,0
1912,GHA,0
1912,GIN,0
1912,GLP,0
1912,GMB,0
1912,GNB,0
1912,GNQ,0
1912,GRC,0
1912,GRD,0
1912,GRL,0
1912,GTM,0
1912,GUF,0
1912,GUY,0
1912,HKG,0
1912,HND,0
1912,HTI,0
1912,IRL,0
1912,IRQ,0
1912,ISL,0
1912,LBY,0
1913,OWID_WRL,3492411249
1913,USA,1442542037
1913,DEU,535083232
1913,GBR,498322320
1913,FRA,171112464
1913,POL,116207424
1913,CAN,79281632
1913,RUS,75059947
1913,BEL,68014832
1913,AUT,60983616
1913,JPN,54315136
1913,CZE,46851080
1913,IND,31506969
1913,ITA,29964192
1913,NLD,27549616
1913,UKR,23817656
1913,AUS,22390704
1913,AF,19606064
1913,ZAF,18983184
1913,ESP,17418656
1913,SWE,15953268
1913,SVK,15066856
1913,HUN,13025520
1913,MEX,11743120
1913,CHN,10757504
1913,ARG,10145616
1913,DNK,9526400
1913,CHE,9251600
1913,KAZ,8148656
1913,ROU,6990912
1913,NOR,6917632
1913,BRA,6034608
1913,IDN,5899040
1913,NZL,4213600
1913,PRT,3858192
1913,BLR,3412884
1913,CHL,3356224
1913,UZB,3337821
1913,TUR,2037184
1913,SRB,1819612
1913,FIN,1663456
1913,AZE,1631715
1913,PER,1571856
1913,VNM,1352016
1913,GRC,1337360
1913,MDA,1320034
1913,LTU,1275653
1913,EST,1237313
1913,TKM,1039307
1913,TWN,853712
1913,IRN,853712
1913,LVA,817736
1913,BGR,787760
1913,KGZ,721461
1913,HRV,681065
1913,BIH,626537
1913,ZWE,582576
1913,SVN,519009
1913,GEO,504985
1913,MKD,457913
1913,TJK,418922
1913,PRK,322818
1913,ARM,282036
1913,IRL,223504
1913,TTO,223504
1913,MYS,62288
1913,MNE,61833
1913,EGY,40304
1913,KOR,17934
1913,VEN,14656
1913,PHL,7328
1913,MWI,0
1913,MTQ,0
1913,PNG,0
1913,MUS,0
1913,NER,0
1913,NAM,0
1913,PLW,0
1913,NIC,0
1913,PAN,0
1913,NCL,0
1913,NPL,0
1913,PAK,0
1913,NRU,0
1913,NGA,0
1913,OWID_KOS,0
1913,MYT,0
1913,OMN,0
1913,NIU,0
1913,SLE,0
1913,PRI,0
1913,TZA,0
1913,TCA,0
1913,TCD,0
1913,TGO,0
1913,THA,0
1913,TLS,0
1913,TON,0
1913,TUN,0
1913,TUV,0
1913,UGA,0
1913,SYC,0
1913,URY,0
1913,VCT,0
1913,VGB,0
1913,VUT,0
1913,WLF,0
1913,WSM,0
1913,YEM,0
1913,ZMB,0
1913,SYR,0
1913,SXM,0
1913,PRY,0
1913,SGP,0
1913,PSE,0
1913,PYF,0
1913,QAT,0
1913,REU,0
1913,RWA,0
1913,SAU,0
1913,SDN,0
1913,SEN,0
1913,SHN,0
1913,SWZ,0
1913,SLB,0
1913,MRT,0
1913,SLV,0
1913,SOM,0
1913,SPM,0
1913,SSD,0
1913,STP,0
1913,SUR,0
1913,MSR,0
1913,ABW,0
1913,MOZ,0
1913,BWA,0
1913,CIV,0
1913,CMR,0
1913,COD,0
1913,COG,0
1913,COK,0
1913,COL,0
1913,COM,0
1913,CPV,0
1913,CRI,0
1913,CUB,0
1913,CUW,0
1913,CXR,0
1913,CYP,0
1913,DJI,0
1913,DMA,0
1913,DOM,0
1913,DZA,0
1913,ECU,0
1913,ERI,0
1913,CAF,0
1913,BTN,0
1913,MNG,0
1913,BRN,0
1913,AFG,0
1913,AGO,0
1913,AIA,0
1913,ALB,0
1913,AND,0
1913,ARE,0
1913,ATA,0
1913,ATG,0
1913,BDI,0
1913,BEN,0
1913,BES,0
1913,BFA,0
1913,BGD,0
1913,BHR,0
1913,BHS,0
1913,BLZ,0
1913,BMU,0
1913,BOL,0
1913,BRB,0
1913,ETH,0
1913,FJI,0
1913,FRO,0
1913,FSM,0
1913,KIR,0
1913,KNA,0
1913,KWT,0
1913,LAO,0
1913,LBN,0
1913,LBR,0
1913,LCA,0
1913,LIE,0
1913,LKA,0
1913,LSO,0
1913,LUX,0
1913,MAC,0
1913,MAR,0
1913,MDG,0
1913,MDV,0
1913,MHL,0
1913,MLI,0
1913,MLT,0
1913,MMR,0
1913,KHM,0
1913,KEN,0
1913,JOR,0
1913,GRL,0
1913,GAB,0
1913,GHA,0
1913,GIN,0
1913,GLP,0
1913,GMB,0
1913,GNB,0
1913,GNQ,0
1913,GRD,0
1913,GTM,0
1913,JAM,0
1913,GUF,0
1913,GUY,0
1913,HKG,0
1913,HND,0
1913,HTI,0
1913,IRQ,0
1913,ISL,0
1913,ISR,0
1913,LBY,0
1914,OWID_WRL,3168341359
1914,USA,1317980205
1914,DEU,497926608
1914,GBR,483182672
1914,FRA,118350864
1914,POL,97004400
1914,CAN,68381232
1914,RUS,67743296
1914,JPN,58015776
1914,AUT,49654528
1914,CZE,42711861
1914,BEL,40575136
1914,IND,31738989
1914,ITA,27238176
1914,NLD,25823872
1914,AUS,24479184
1914,UKR,21495972
1914,AF,19551104
1914,ZAF,18400608
1914,ESP,17301408
1914,CHN,15106672
1914,SWE,14985189
1914,SVK,13735723
1914,HUN,11592896
1914,MEX,10141952
1914,DNK,9764560
1914,ARG,8672688
1914,CHE,8427200
1914,NOR,7709056
1914,KAZ,7354346
1914,IDN,6016288
1914,ROU,5785456
1914,NZL,5081968
1914,BRA,4107344
1914,PRT,3374544
1914,BLR,3080204
1914,UZB,3012459
1914,CHL,2843264
1914,TUR,1663456
1914,VNM,1645136
1914,PER,1542544
1914,AZE,1472660
1914,MDA,1191361
1914,BGR,1183472
1914,IRN,1172480
1914,LTU,1151306
1914,EST,1116703
1914,TKM,937998
1914,TWN,919664
1914,ZWE,842720
1914,LVA,738025
1914,FIN,688832
1914,KGZ,651135
1914,PRK,461664
1914,GEO,455760
1914,TJK,378087
1914,EGY,307776
1914,TTO,289456
1914,ARM,254544
1914,IRL,249152
1914,MYS,146560
1914,VEN,29312
1914,KOR,25648
1914,PHL,18320
1914,GRC,10992
1914,OMN,0
1914,NRU,0
1914,UGA,0
1914,PAK,0
1914,TZA,0
1914,VCT,0
1914,NPL,0
1914,URY,0
1914,PAN,0
1914,OWID_KOS,0
1914,VUT,0
1914,VGB,0
1914,NIU,0
1914,MRT,0
1914,MSR,0
1914,MTQ,0
1914,MUS,0
1914,ZMB,0
1914,MWI,0
1914,YEM,0
1914,MYT,0
1914,NAM,0
1914,WSM,0
1914,NCL,0
1914,WLF,0
1914,NER,0
1914,NGA,0
1914,NIC,0
1914,TUV,0
1914,SUR,0
1914,PLW,0
1914,TUN,0
1914,SGP,0
1914,SHN,0
1914,SYR,0
1914,SLB,0
1914,MNG,0
1914,SLE,0
1914,SYC,0
1914,SXM,0
1914,SLV,0
1914,SOM,0
1914,SPM,0
1914,SRB,0
1914,SWZ,0
1914,SSD,0
1914,STP,0
1914,SEN,0
1914,TCA,0
1914,SDN,0
1914,PRY,0
1914,SVN,0
1914,TON,0
1914,TLS,0
1914,PNG,0
1914,PRI,0
1914,THA,0
1914,PSE,0
1914,SAU,0
1914,PYF,0
1914,QAT,0
1914,REU,0
1914,TGO,0
1914,TCD,0
1914,RWA,0
1914,MOZ,0
1914,ABW,0
1914,MNE,0
1914,CRI,0
1914,CAF,0
1914,CIV,0
1914,CMR,0
1914,COD,0
1914,COG,0
1914,COK,0
1914,COL,0
1914,COM,0
1914,CPV,0
1914,CUB,0
1914,MMR,0
1914,CUW,0
1914,CXR,0
1914,CYP,0
1914,DJI,0
1914,DMA,0
1914,DOM,0
1914,DZA,0
1914,ECU,0
1914,ERI,0
1914,BWA,0
1914,BTN,0
1914,BRN,0
1914,BRB,0
1914,AFG,0
1914,AGO,0
1914,AIA,0
1914,ALB,0
1914,AND,0
1914,ARE,0
1914,ATA,0
1914,ATG,0
1914,BDI,0
1914,BEN,0
1914,BES,0
1914,BFA,0
1914,BGD,0
1914,BHR,0
1914,BHS,0
1914,BIH,0
1914,BLZ,0
1914,BMU,0
1914,BOL,0
1914,ETH,0
1914,FJI,0
1914,FRO,0
1914,KEN,0
1914,KIR,0
1914,KNA,0
1914,KWT,0
1914,LAO,0
1914,LBN,0
1914,LBR,0
1914,LCA,0
1914,LIE,0
1914,LKA,0
1914,LSO,0
1914,LUX,0
1914,MAC,0
1914,MAR,0
1914,MDG,0
1914,MDV,0
1914,MHL,0
1914,MKD,0
1914,MLI,0
1914,MLT,0
1914,KHM,0
1914,JOR,0
1914,FSM,0
1914,JAM,0
1914,GAB,0
1914,GHA,0
1914,GIN,0
1914,GLP,0
1914,GMB,0
1914,GNB,0
1914,GNQ,0
1914,GRD,0
1914,GRL,0
1914,GTM,0
1914,GUF,0
1914,GUY,0
1914,HKG,0
1914,HND,0
1914,HRV,0
1914,HTI,0
1914,IRQ,0
1914,ISL,0
1914,ISR,0
1914,LBY,0
1915,OWID_WRL,3125088543
1915,USA,1367696953
1915,GBR,489481088
1915,DEU,462906096
1915,FRA,103233200
1915,POL,94743712
1915,RUS,62179243
1915,CAN,61115520
1915,JPN,52842208
1915,CZE,42617599
1915,AUT,35342944
1915,BEL,34419616
1915,IND,33184154
1915,NLD,24534144
1915,ITA,23779360
1915,AUS,21793472
1915,UKR,19730414
1915,AF,19606064
1915,ZAF,18510528
1915,CHN,16088624
1915,ESP,15311856
1915,SWE,15101660
1915,MEX,14315248
1915,SVK,13705409
1915,HUN,11765104
1915,DNK,10453392
1915,CHE,8925504
1915,NOR,8449184
1915,ARG,6939616
1915,KAZ,6750302
1915,IDN,6030944
1915,ROU,5144256
1915,NZL,4931744
1915,BRA,3143712
1915,PRT,3085088
1915,CHL,3066768
1915,BLR,2827214
1915,UZB,2765032
1915,PER,1886960
1915,VNM,1707424
1915,IRN,1403312
1915,AZE,1351704
1915,MDA,1093509
1915,LTU,1056744
1915,TUR,1036912
1915,EST,1024983
1915,TWN,1014928
1915,ZWE,985616
1915,TKM,860956
1915,BGR,762112
1915,LVA,677408
1915,KGZ,597655
1915,PRK,576212
1915,GEO,418327
1915,TJK,347033
1915,TTO,333424
1915,ARM,233637
1915,IRL,227168
1915,MYS,205184
1915,FIN,106256
1915,EGY,91600
1915,PHL,54960
1915,VEN,51296
1915,KOR,32012
1915,GRC,21984
1915,NGA,18320
1915,NIC,0
1915,VGB,0
1915,VCT,0
1915,NPL,0
1915,NRU,0
1915,URY,0
1915,OMN,0
1915,OWID_KOS,0
1915,UGA,0
1915,TZA,0
1915,TUV,0
1915,TUN,0
1915,PAK,0
1915,NIU,0
1915,SOM,0
1915,TON,0
1915,NER,0
1915,VUT,0
1915,NCL,0
1915,WLF,0
1915,NAM,0
1915,MYT,0
1915,WSM,0
1915,YEM,0
1915,MWI,0
1915,ZMB,0
1915,MUS,0
1915,MTQ,0
1915,MSR,0
1915,MRT,0
1915,PAN,0
1915,TLS,0
1915,SPM,0
1915,REU,0
1915,SLE,0
1915,MNG,0
1915,SLB,0
1915,SRB,0
1915,SHN,0
1915,SGP,0
1915,SEN,0
1915,SSD,0
1915,STP,0
1915,SDN,0
1915,SAU,0
1915,RWA,0
1915,SUR,0
1915,SVN,0
1915,QAT,0
1915,SLV,0
1915,PYF,0
1915,PSE,0
1915,PRY,0
1915,SWZ,0
1915,SXM,0
1915,PRI,0
1915,SYC,0
1915,PNG,0
1915,SYR,0
1915,TCA,0
1915,TCD,0
1915,TGO,0
1915,THA,0
1915,PLW,0
1915,MOZ,0
1915,ABW,0
1915,MNE,0
1915,CRI,0
1915,CAF,0
1915,CIV,0
1915,CMR,0
1915,COD,0
1915,COG,0
1915,COK,0
1915,COL,0
1915,COM,0
1915,CPV,0
1915,CUB,0
1915,MMR,0
1915,CUW,0
1915,CXR,0
1915,CYP,0
1915,DJI,0
1915,DMA,0
1915,DOM,0
1915,DZA,0
1915,ECU,0
1915,ERI,0
1915,BWA,0
1915,BTN,0
1915,BRN,0
1915,BRB,0
1915,AFG,0
1915,AGO,0
1915,AIA,0
1915,ALB,0
1915,AND,0
1915,ARE,0
1915,ATA,0
1915,ATG,0
1915,BDI,0
1915,BEN,0
1915,BES,0
1915,BFA,0
1915,BGD,0
1915,BHR,0
1915,BHS,0
1915,BIH,0
1915,BLZ,0
1915,BMU,0
1915,BOL,0
1915,ETH,0
1915,FJI,0
1915,FRO,0
1915,KEN,0
1915,KIR,0
1915,KNA,0
1915,KWT,0
1915,LAO,0
1915,LBN,0
1915,LBR,0
1915,LCA,0
1915,LIE,0
1915,LKA,0
1915,LSO,0
1915,LUX,0
1915,MAC,0
1915,MAR,0
1915,MDG,0
1915,MDV,0
1915,MHL,0
1915,MKD,0
1915,MLI,0
1915,MLT,0
1915,KHM,0
1915,JOR,0
1915,FSM,0
1915,JAM,0
1915,GAB,0
1915,GHA,0
1915,GIN,0
1915,GLP,0
1915,GMB,0
1915,GNB,0
1915,GNQ,0
1915,GRD,0
1915,GRL,0
1915,GTM,0
1915,GUF,0
1915,GUY,0
1915,HKG,0
1915,HND,0
1915,HRV,0
1915,HTI,0
1915,IRQ,0
1915,ISL,0
1915,ISR,0
1915,LBY,0
1916,OWID_WRL,3373154069
1916,USA,1518980631
1916,GBR,507071952
1916,DEU,500696592
1916,FRA,109689168
1916,POL,108776832
1916,CAN,76456688
1916,RUS,66272365
1916,JPN,58598352
1916,BEL,45792672
1916,CZE,45359520
1916,IND,33560310
1916,ITA,23511888
1916,AF,23255408
1916,NLD,22398032
1916,ZAF,21811792
1916,UKR,21029224
1916,AUS,19272640
1916,CHN,17964592
1916,ESP,17865664
1916,MEX,17184160
1916,SWE,15931912
1916,SVK,14587184
1916,HUN,11834720
1916,DNK,10215232
1916,AUT,9086720
1916,CHE,8482160
1916,NOR,7895920
1916,KAZ,7194659
1916,IDN,6763744
1916,NZL,5038000
1916,ARG,4986704
1916,CHL,3707968
1916,BLR,3013323
1916,ROU,2997152
1916,PRT,2989824
1916,UZB,2947048
1916,BRA,2879904
1916,IRN,2007872
1916,PER,1963904
1916,VNM,1817344
1916,AZE,1440684
1916,TWN,1384992
1916,ZWE,1183472
1916,MDA,1165492
1916,LTU,1126307
1916,EST,1092455
1916,BGR,923328
1916,TKM,917631
1916,LVA,722000
1916,KGZ,636997
1916,MYS,549600
1916,TUR,512960
1916,PRK,479020
1916,GEO,445864
1916,TTO,414032
1916,TJK,369877
1916,ARM,249017
1916,IRL,241824
1916,FIN,179536
1916,EGY,179536
1916,VEN,80608
1916,GRC,65952
1916,NGA,65952
1916,PHL,51296
1916,KOR,26612
1916,TUN,10992
1916,DZA,3664
1916,PLW,0
1916,MWI,0
1916,MUS,0
1916,MTQ,0
1916,MSR,0
1916,MRT,0
1916,PNG,0
1916,NCL,0
1916,MYT,0
1916,NAM,0
1916,OMN,0
1916,PAN,0
1916,NER,0
1916,PAK,0
1916,NIC,0
1916,NPL,0
1916,OWID_KOS,0
1916,NRU,0
1916,NIU,0
1916,SLE,0
1916,PRI,0
1916,PRY,0
1916,SYC,0
1916,SYR,0
1916,TCA,0
1916,TCD,0
1916,TGO,0
1916,THA,0
1916,TLS,0
1916,TON,0
1916,TUV,0
1916,TZA,0
1916,UGA,0
1916,URY,0
1916,VCT,0
1916,VGB,0
1916,VUT,0
1916,WLF,0
1916,WSM,0
1916,YEM,0
1916,ZMB,0
1916,SXM,0
1916,SWZ,0
1916,SVN,0
1916,SGP,0
1916,PSE,0
1916,PYF,0
1916,QAT,0
1916,REU,0
1916,RWA,0
1916,SAU,0
1916,SDN,0
1916,SEN,0
